id,x1,x2,x3,x4,x5,x6,x7,y
0,63.62254030291523,45.18171760226169,13.574389368610177,-1.260719027100588,-1.0907657505125592,-1.2101515980262563,0,0.0
1,88.27041045133686,49.694017244601696,16.498227833204837,0.17281665572412175,-0.1898850439921591,0.27198732607796394,1,0.0
2,60.502928972344236,45.581152074360595,14.540185455932168,1.279544314018525,0.7922029921001904,-0.3537759116470255,0,0.0
3,66.36250346988443,22.347963337993754,11.921310054643271,1.3100912643658047,1.5035764072413125,-0.24121887240878354,0,0.0
4,47.65279333836973,41.910512590280845,12.072815809767174,0.36011690761763365,0.3865642670383451,-1.12472289628995,0,0.0
5,55.02677935743052,59.640901074536956,13.819565867687384,1.428601076707054,0.4074639564636496,0.1545557635920719,1,0.0
6,45.57214989168416,29.32376033850752,11.908868307734874,1.3380044128593271,0.38562357205716363,-1.278764791057798,1,0.0
7,54.32230165909299,37.02954571944021,12.87530366875176,2.2298985860614695,0.12349868728972443,2.943047442987929,1,1.0
8,51.97718847912265,69.08374439910885,14.682866789334279,0.34553839937205366,-2.4788053486751225,0.4014476159431565,1,0.0
9,23.372093694618663,91.13089848224739,14.81201724486551,2.335934073532393,0.3332335771459265,1.064375992692332,1,0.0
10,31.415943413787495,66.20976349976364,12.968905405532423,0.7344456560415751,-1.1327182793023445,-0.8292121434690678,1,0.0
11,56.19759336077702,85.58360011527574,16.278589320201338,1.7060571331300292,1.3403151138387235,0.9694865357697396,0,1.0
12,54.07186144274277,38.86740927411843,12.225710917470776,-0.9139856203029028,-0.5734121070490936,-0.7918433084019658,1,1.0
13,43.51904060960341,41.920497002402286,11.95379470241186,0.025661011536245892,0.057227680907924405,0.8241291295734309,1,1.0
14,48.594349575569716,58.6233658471534,13.106293049851592,1.4901833613044981,1.065896328217752,-0.9979984104895223,1,0.0
15,63.61158414306962,67.56045766727709,16.16510639527033,0.23088978583803832,-0.10460896770915257,2.690537301681558,1,1.0
16,49.760025913657124,60.01869551220072,13.374910700853622,0.5017330939636012,-0.27626448745806503,-0.1942436398626135,1,0.0
17,53.30572585926136,34.68388823440171,12.798570663473857,-1.4178369945357592,0.9776201354004322,1.3229045838752225,1,1.0
18,59.17522431411371,54.19672256299457,14.32946995406524,2.254777279354462,0.668458588540914,-1.4609269900092179,1,0.0
19,66.67269644721357,58.27129418172568,14.488734521743385,2.0719372999303802,0.897131142222221,-1.52121615603207,1,0.0
20,54.0772214166098,35.32640597552002,12.008398714645628,1.0958634601238182,0.052008514014703314,1.2410183511331694,0,1.0
21,55.46267417887062,21.392280641429057,12.21302357661129,-0.23551110374639905,0.025539640169961634,0.06712191826465502,0,0.0
22,55.24501425955421,66.44090291432458,14.249232056041269,0.7679934961832011,-1.2694089551472536,-0.5255583407801367,0,0.0
23,47.16804123651299,54.97538058734742,12.956235470686607,-1.8454916445242955,-0.9043259466427542,-0.8529130653390239,0,1.0
24,36.899592879034074,76.50027491117208,13.874657778306313,-2.0688444143906697,-0.71939736781825,1.2287639306447677,0,1.0
