id,x1,x2,x3,x4,x5,x6,x7,y
0,63.36078894022921,45.75922439926583,13.159916477158044,-2.069595367912086,-1.0907657505125592,-1.2101515980262563,0,1.0
1,79.11693150256374,52.66959749933838,14.96121551770307,-1.276016831822901,-0.1898850439921591,-0.4504369983851675,1,1.0
2,51.37398472671713,36.86409812711083,12.092513350487126,0.7436355346453822,0.7922029921001904,-0.3537759116470255,0,1.0
3,62.65692160809334,26.930104336832883,12.564672954673659,-0.005147861276431631,1.5035764072413125,-0.24121887240878354,0,1.0
4,44.323645738626865,39.23652749700621,12.302052023799487,-0.36284181002179067,0.3865642670383451,-1.12472289628995,0,0.0
5,65.00308503255013,62.67361845327283,14.045816937032349,0.03831687038295639,0.4074639564636496,0.2881128561524109,1,1.0
6,40.96884624155212,25.523299513072455,11.668203368562962,0.5191820949195269,0.38562357205716363,-1.5352329269345986,1,0.0
7,51.817227181436095,45.691412227485976,13.052409946079887,0.7590417735938122,0.12349868728972443,2.3634829661757215,1,1.0
8,50.49184275732086,63.969153544612794,13.147992431448195,-0.37207537088466747,-2.4788053486751225,0.14999337828559245,1,0.0
9,19.99745115671335,86.7866706635411,13.326962356338218,1.9050316651374484,0.3332335771459265,0.7746944253929934,1,0.0
10,23.784158220569182,60.71631352514663,13.334284922360775,-0.7651458793446564,-1.1327182793023445,0.1665327380925673,1,0.0
11,56.47622268019504,76.58032809489869,13.922398497051754,0.25486386306148456,1.3403151138387235,0.9694865357697396,0,1.0
12,46.55694423497444,45.79117184833766,12.137603726089575,-1.4607499056000997,-0.5734121070490936,-0.602911812716688,1,1.0
13,38.02158579633781,48.740884568778135,11.717201545772607,-1.0474842096154,0.057227680907924405,0.301524276039984,1,1.0
14,54.37197628271649,57.20551047672248,14.630742856931995,1.14655045129266,1.065896328217752,-1.367164366267708,1,0.0
15,59.209902071022455,62.53771591989497,14.880165456534712,-0.5408325886223425,-0.10460896770915257,1.7788630094948072,1,1.0
16,49.95858827853251,50.53100478883033,13.56448914626824,-0.4759074615197737,-0.27626448745806503,0.2583092701430739,1,1.0
17,61.66180318515636,34.51838733394486,13.108288964574939,-1.8876518845872339,0.9776201354004322,0.06320459125212076,1,1.0
